00000000,0
00000001,69000
00000002,62000
00000003,81000
00000004,27000
00000005,61000
00000006,27000
00000007,36000
00000008,91000
00000009,92000
00000010,18000
00000011,95000
00000012,47000
00000013,69000
00000014,35000
00000015,94000
00000016,33000
00000017,73000
00000018,64000
00000019,68000
00000020,47000
00000021,44000
00000022,59000
00000023,78000
00000024,16000
00000025,88000
00000026,64000
00000027,48000
00000028,46000
00000029,70000
00000030,93000
00000031,84000
00000032,54000
00000033,56000
00000034,31000
00000035,8000
00000036,44000
00000037,37000
00000038,38000
00000039,41000
00000040,58000
00000041,4000
00000042,73000
00000043,86000
00000044,21000
00000045,70000
00000046,29000
00000047,12000
00000048,36000
00000049,55000
00000050,67000
00000051,52000
00000052,50000
00000053,50000
00000054,30000
00000055,7000
00000056,57000
00000057,45000
00000058,21000
00000059,88000
00000060,22000
00000061,13000
00000062,68000
00000063,55000
00000064,37000
00000065,41000
00000066,2000
00000067,74000
00000068,20000
00000069,96000
00000070,68000
00000071,53000
00000072,0
00000073,88000
00000074,27000
00000075,48000
00000076,83000
00000077,17000
00000078,16000
00000079,35000
00000080,51000
00000081,56000
00000082,98000
00000083,44000
00000084,9000
00000085,85000
00000086,87000
00000087,14000
00000088,58000
00000089,98000
00000090,81000
00000091,89000
00000092,72000
00000093,22000
00000094,79000
00000095,90000
00000096,57000
00000097,88000
00000098,34000
00000099,72000
00000100,55000
00000101,86000
00000102,75000
00000103,44000
00000104,22000
00000105,57000
00000106,76000
00000107,92000
00000108,0
00000109,10000
00000110,3000
00000111,1000
00000112,2000
00000113,85000
00000114,26000
00000115,17000
00000116,69000
00000117,54000
00000118,21000
00000119,68000
00000120,34000
00000121,49000
00000122,60000
00000123,18000
00000124,79000
00000125,49000
00000126,37000
00000127,95000
00000128,97000
00000129,88000
00000130,82000
00000131,1000
00000132,63000
00000133,13000
00000134,55000
00000135,8000
00000136,56000
00000137,21000
00000138,58000
00000139,44000
00000140,96000
00000141,35000
00000142,50000
00000143,59000
00000144,92000
00000145,39000
00000146,10000
00000147,13000
00000148,74000
00000149,87000
00000150,5000
00000151,58000
00000152,77000
00000153,14000
00000154,74000
00000155,70000
00000156,87000
00000157,73000
00000158,70000
00000159,63000
00000160,2000
00000161,80000
00000162,13000
00000163,27000
00000164,25000
00000165,72000
00000166,61000
00000167,5000
00000168,92000
00000169,42000
00000170,22000
00000171,87000
00000172,60000
00000173,70000
00000174,35000
00000175,33000
00000176,67000
00000177,85000
00000178,50000
00000179,24000
00000180,19000
00000181,58000
00000182,2000
00000183,93000
00000184,51000
00000185,19000
00000186,60000
00000187,70000
00000188,15000
00000189,76000
00000190,64000
00000191,65000
00000192,87000
00000193,27000
00000194,20000
00000195,2000
00000196,37000
00000197,61000
00000198,95000
00000199,2000
00000200,16000
00000201,71000
00000202,11000
00000203,90000
00000204,24000
00000205,51000
00000206,62000
00000207,29000
00000208,78000
00000209,65000
00000210,58000
00000211,57000
00000212,24000
00000213,87000
00000214,1000
00000215,50000
00000216,84000
00000217,4000
00000218,35000
00000219,23000
00000220,85000
00000221,57000
00000222,71000
00000223,22000
00000224,17000
00000225,12000
00000226,41000
00000227,23000
00000228,29000
00000229,32000
00000230,96000
00000231,84000
00000232,57000
00000233,69000
00000234,83000
00000235,48000
00000236,75000
00000237,38000
00000238,11000
00000239,25000
00000240,34000
00000241,98000
00000242,34000
00000243,37000
00000244,76000
00000245,5000
00000246,0
00000247,13000
00000248,41000
00000249,62000
00000250,11000
00000251,77000
00000252,43000
00000253,13000
00000254,75000
00000255,72000
00000256,32000
00000257,31000
00000258,40000
00000259,88000
00000260,89000
00000261,14000
00000262,58000
00000263,5000
00000264,64000
00000265,81000
00000266,8000
00000267,56000
00000268,61000
00000269,27000
00000270,40000
00000271,13000
00000272,74000
00000273,83000
00000274,13000
00000275,92000
00000276,27000
00000277,84000
00000278,70000
00000279,3000
00000280,63000
00000281,40000
00000282,13000
00000283,91000
00000284,4000
00000285,5000
00000286,22000
00000287,48000
00000288,75000
00000289,45000
00000290,12000
00000291,62000
00000292,19000
00000293,85000
00000294,40000
00000295,70000
00000296,1000
00000297,52000
00000298,87000
00000299,3000
00000300,69000
00000301,15000
00000302,65000
00000303,88000
00000304,63000
00000305,49000
00000306,81000
00000307,60000
00000308,21000
00000309,58000
00000310,90000
00000311,49000
00000312,48000
00000313,35000
00000314,26000
00000315,85000
00000316,24000
00000317,57000
00000318,66000
00000319,44000
00000320,11000
00000321,25000
00000322,55000
00000323,84000
00000324,15000
00000325,13000
00000326,42000
00000327,96000
00000328,6000
00000329,73000
00000330,29000
00000331,12000
00000332,75000
00000333,36000
00000334,41000
00000335,52000
00000336,55000
00000337,15000
00000338,25000
00000339,90000
00000340,50000
00000341,53000
00000342,62000
00000343,33000
00000344,3000
00000345,56000
